datetime,wave_height_m,wave_dir_deg,wave_period_s,wind_speed_ms,wind_dir_deg,max_wave_height_12h_m
2022-06-07 12:20:00,0.224,356.2,2.123,5.453,296.7,0.224
2022-06-07 18:20:00,0.453,338.6,3.46,6.849,264.5,0.453
2022-06-07 18:40:00,0.44,336.6,3.539,6.974,271.0,0.453
2022-06-07 19:00:00,0.423,333.3,3.587,6.444,275.2,0.453
2022-06-07 19:20:00,0.423,333.3,3.587,6.019,281.0,0.453
2022-06-07 19:40:00,0.423,325.5,3.637,5.888,281.2,0.453
2022-06-07 20:00:00,0.49,318.3,3.604,5.515,285.9,0.49
2022-06-07 20:20:00,0.468,319.0,3.661,4.921,281.2,0.49
2022-06-07 20:40:00,0.385,323.7,3.688,4.497,278.4,0.49
2022-06-07 21:00:00,0.385,323.7,3.688,3.937,259.9,0.49
2022-06-07 21:20:00,0.399,335.8,4.445,4.047,271.5,0.49
2022-06-07 21:40:00,0.398,343.4,4.208,4.377,261.8,0.49
2022-06-07 22:00:00,0.398,343.4,4.208,5.093,241.1,0.49
2022-06-07 22:20:00,0.536,6.321,4.546,5.157,238.2,0.536
2022-06-07 22:40:00,0.519,5.743,4.529,4.725,243.2,0.536
2022-06-07 23:00:00,0.505,7.182,4.65,5.324,242.0,0.536
2022-06-07 23:20:00,0.513,11.35,4.723,5.483,242.4,0.536
2022-06-07 23:40:00,0.523,8.28,4.969,5.452,250.1,0.536
2022-06-08 00:00:00,0.526,4.892,5.371,5.428,249.2,0.536
2022-06-08 00:20:00,0.533,172.4,4.861,4.879,248.9,0.536
2022-06-08 00:40:00,0.531,352.8,4.671,4.791,258.0,0.536
2022-06-08 01:00:00,0.498,352.0,4.641,5.193,256.8,0.536
2022-06-08 01:20:00,0.486,352.2,4.466,5.147,253.0,0.536
2022-06-08 01:40:00,0.489,349.8,4.493,4.89,254.9,0.536
2022-06-08 02:00:00,0.489,349.8,4.493,4.277,252.1,0.536
2022-06-08 02:20:00,0.489,349.8,4.493,3.656,257.5,0.536
2022-06-08 02:40:00,0.489,349.8,4.493,4.024,253.2,0.536
2022-06-08 03:00:00,0.484,8.59,3.637,4.699,240.9,0.536
2022-06-08 03:20:00,0.475,11.86,4.307,5.784,233.4,0.536
2022-06-08 03:40:00,0.475,11.86,4.307,6.583,235.5,0.536
2022-06-08 04:00:00,0.491,19.12,4.839,6.676,236.6,0.536
2022-06-08 04:20:00,0.492,20.48,4.803,6.537,231.1,0.536
2022-06-08 04:40:00,0.48,29.44,4.682,5.531,229.9,0.536
2022-06-08 05:00:00,0.457,26.8,4.603,5.094,215.2,0.536
2022-06-08 05:20:00,0.45,38.38,4.644,6.236,216.4,0.536
2022-06-08 05:40:00,0.423,48.05,5.132,5.714,220.0,0.536
2022-06-08 06:00:00,0.423,48.05,5.132,5.907,215.8,0.536
2022-06-08 06:20:00,0.403,40.93,3.727,6.785,220.8,0.536
2022-06-08 06:40:00,0.411,37.84,4.19,7.526,227.1,0.536
2022-06-08 07:00:00,0.411,37.84,4.19,7.713,232.3,0.536
2022-06-08 07:20:00,0.395,5.017,4.581,6.94,234.9,0.536
2022-06-08 07:40:00,0.4,9.7,4.77,7.409,227.6,0.536
2022-06-08 08:00:00,0.423,8.06,4.702,7.823,228.0,0.536
2022-06-08 08:20:00,0.431,3.571,4.458,7.256,228.4,0.536
2022-06-08 08:40:00,0.39,4.681,4.068,6.85,230.0,0.536
2022-06-08 09:00:00,0.367,13.7,4.036,5.579,225.2,0.536
2022-06-08 09:20:00,0.354,28.56,4.428,2.899,204.3,0.536
2022-06-08 09:40:00,0.334,29.44,4.429,4.001,220.7,0.536
2022-06-08 10:00:00,0.3,23.5,4.445,3.004,222.9,0.536
2022-06-08 10:20:00,0.3,23.5,4.445,3.222,210.4,0.533
2022-06-08 11:00:00,0.298,43.9,4.387,3.603,200.8,0.533
2022-06-08 11:20:00,0.285,151.2,4.33,3.91,251.7,0.533
2022-06-08 11:40:00,0.285,151.2,4.33,3.222,232.9,0.533
2022-06-08 12:00:00,0.285,151.2,4.33,3.956,250.4,0.533
2022-06-08 12:20:00,0.285,151.2,4.33,4.82,263.2,0.531
2022-06-08 12:40:00,0.236,335.7,4.082,4.338,269.3,0.498
2022-06-08 13:00:00,0.232,323.2,4.033,4.863,288.0,0.492
2022-06-08 13:20:00,0.232,323.2,4.033,4.27,303.8,0.492
2022-06-08 13:40:00,0.225,298.3,4.027,4.501,303.2,0.492
2022-06-08 14:00:00,0.225,289.1,3.456,3.534,321.4,0.492
2022-06-08 14:20:00,0.215,279.5,3.144,3.072,318.3,0.492
2022-06-08 14:40:00,0.206,277.0,3.624,2.873,337.4,0.492
2022-06-08 15:20:00,0.206,277.0,3.624,3.298,290.6,0.492
2022-06-08 15:40:00,0.213,276.6,4.082,3.806,321.0,0.492
2022-06-08 16:00:00,0.213,276.6,4.082,3.96,312.5,0.492
2022-06-08 16:20:00,0.182,305.7,3.551,3.591,296.8,0.48
2022-06-08 16:40:00,0.182,305.7,3.551,4.569,272.5,0.457
2022-06-08 17:00:00,0.179,338.7,3.077,5.679,280.9,0.45
2022-06-08 17:20:00,0.179,338.7,3.077,5.866,276.0,0.431
2022-06-08 17:40:00,0.179,338.7,3.077,5.087,284.2,0.431
2022-06-08 18:00:00,0.179,338.7,3.077,4.947,285.9,0.431
2022-06-08 18:20:00,0.179,338.7,3.077,5.041,274.2,0.431
2022-06-08 18:40:00,0.175,345.1,3.727,5.253,269.5,0.431
2022-06-08 19:00:00,0.175,345.1,3.727,5.385,269.7,0.431
2022-06-08 19:20:00,0.175,345.1,3.727,5.39,281.4,0.431
2022-06-08 19:40:00,0.173,340.8,3.572,5.528,281.9,0.431
2022-06-08 20:00:00,0.167,334.6,3.476,5.34,287.2,0.431
2022-06-08 20:20:00,0.167,334.6,3.476,5.329,291.0,0.39
2022-06-08 20:40:00,0.167,334.6,3.476,5.562,303.0,0.367
2022-06-08 21:00:00,0.167,334.6,3.476,5.411,302.5,0.354
2022-06-08 21:20:00,0.141,304.2,2.899,5.025,307.6,0.334
2022-06-08 21:40:00,0.146,301.5,3.078,5.62,305.6,0.3
2022-06-08 22:00:00,0.144,298.3,3.273,5.276,304.3,0.3
2022-06-08 22:20:00,0.144,298.3,3.273,5.442,306.6,0.298
2022-06-08 22:40:00,0.141,293.9,3.209,4.86,303.7,0.298
2022-06-08 23:00:00,0.141,293.9,3.209,5.738,305.6,0.285
2022-06-08 23:20:00,0.141,293.9,3.209,5.254,309.3,0.285
2022-06-08 23:40:00,0.141,293.9,3.209,4.967,304.3,0.285
2022-06-09 00:00:00,0.124,293.9,3.469,5.138,304.9,0.285
2022-06-09 00:20:00,0.128,290.6,3.306,4.456,310.7,0.236
2022-06-09 00:40:00,0.128,290.6,3.306,4.268,311.8,0.232
2022-06-09 01:00:00,0.128,290.6,3.306,3.599,312.9,0.232
2022-06-09 01:20:00,0.127,283.4,3.489,3.482,317.8,0.225
2022-06-09 01:40:00,0.122,286.0,3.498,3.983,312.9,0.225
2022-06-09 02:00:00,0.122,286.0,3.498,4.363,318.6,0.215
2022-06-09 02:20:00,0.122,286.0,3.498,4.292,327.0,0.213
2022-06-09 02:40:00,0.123,286.7,3.551,3.86,331.9,0.213
2022-06-09 03:00:00,0.123,286.7,3.551,4.366,319.4,0.213
2022-06-09 03:20:00,0.123,286.7,3.551,5.265,0.35,0.213
2022-06-09 03:40:00,0.123,286.7,3.551,4.859,356.2,0.213
2022-06-09 04:00:00,0.123,286.7,3.551,4.07,336.0,0.182
2022-06-09 04:20:00,0.123,286.7,3.551,3.967,346.6,0.182
2022-06-09 04:40:00,0.123,286.7,3.551,3.944,337.8,0.179
2022-06-09 05:00:00,0.093,297.9,4.38,2.917,307.0,0.179
2022-06-09 05:20:00,0.093,297.9,4.38,2.842,316.2,0.179
2022-06-09 05:40:00,0.093,297.9,4.38,3.028,281.8,0.179
2022-06-09 06:00:00,0.093,297.9,4.38,3.453,271.6,0.179
2022-06-09 06:20:00,0.093,297.9,4.38,3.546,276.6,0.175
2022-06-09 06:40:00,0.093,297.9,4.38,4.593,279.6,0.175
2022-06-09 07:00:00,0.093,297.9,4.38,5.404,281.2,0.175
2022-06-09 07:20:00,0.088,324.9,3.509,4.883,289.8,0.173
2022-06-09 07:40:00,0.088,324.9,3.509,5.367,286.1,0.167
2022-06-09 08:00:00,0.088,324.9,3.509,5.76,285.3,0.167
2022-06-09 08:20:00,0.091,336.8,3.39,5.999,273.4,0.167
2022-06-09 08:40:00,0.099,333.3,2.61,6.12,270.9,0.167
2022-06-09 09:00:00,0.13,326.3,1.36,5.889,265.7,0.146
2022-06-09 09:20:00,0.13,326.3,1.36,5.182,271.2,0.146
2022-06-09 09:40:00,0.13,326.3,1.36,4.634,283.4,0.144
2022-06-09 10:00:00,0.13,326.3,1.36,4.955,271.2,0.144
2022-06-09 10:20:00,0.17,291.4,1.818,5.656,265.2,0.17
2022-06-09 10:40:00,0.17,291.4,1.818,4.477,275.3,0.17
2022-06-09 11:00:00,0.175,272.3,1.744,4.313,288.8,0.175
2022-06-09 11:20:00,0.175,270.0,1.761,3.024,306.3,0.175
2022-06-09 11:40:00,0.166,266.4,1.75,2.588,293.9,0.175
2022-06-09 12:00:00,0.15,263.7,1.739,3.754,261.4,0.175
2022-06-09 12:20:00,0.144,266.5,2.354,6.641,260.4,0.175
2022-06-09 12:40:00,0.162,281.9,3.023,6.227,263.4,0.175
2022-06-09 13:00:00,0.162,281.9,3.023,7.444,258.2,0.175
2022-06-09 13:20:00,0.162,281.9,3.023,6.028,248.3,0.175
2022-06-09 13:40:00,0.197,277.5,1.802,5.17,250.1,0.197
2022-06-09 14:00:00,0.197,277.5,1.802,5.762,258.9,0.197
2022-06-09 14:20:00,0.197,277.5,1.802,6.607,248.0,0.197
2022-06-09 14:40:00,0.178,307.0,1.917,6.999,247.4,0.197
2022-06-09 15:00:00,0.178,307.0,1.917,6.206,245.0,0.197
2022-06-09 15:20:00,0.195,304.6,1.968,6.832,246.9,0.197
2022-06-09 15:40:00,0.188,303.1,2.004,6.754,243.6,0.197
2022-06-09 16:00:00,0.184,300.9,2.041,6.516,250.0,0.197
2022-06-09 16:20:00,0.192,294.5,2.007,6.152,253.3,0.197
2022-06-09 16:40:00,0.187,291.5,1.941,6.933,255.5,0.197
2022-06-09 17:00:00,0.187,291.5,1.941,6.666,252.2,0.197
2022-06-09 17:20:00,0.187,291.5,1.941,6.498,248.9,0.197
2022-06-09 17:40:00,0.174,288.3,1.846,6.042,248.9,0.197
2022-06-09 18:00:00,0.168,285.5,1.891,5.251,241.3,0.197
2022-06-09 18:20:00,0.168,285.5,1.891,3.982,238.4,0.197
2022-06-09 18:40:00,0.168,285.5,1.891,3.686,226.6,0.197
2022-06-09 19:00:00,0.168,285.5,1.891,3.923,222.7,0.197
2022-06-09 19:20:00,0.168,285.5,1.891,4.252,230.2,0.197
2022-06-09 19:40:00,0.168,285.5,1.891,4.444,235.4,0.197
2022-06-09 20:20:00,0.082,324.6,2.013,4.506,227.7,0.197
2022-06-09 20:40:00,0.077,317.8,3.227,4.546,256.8,0.197
2022-06-09 21:00:00,0.077,317.8,3.227,6.16,268.9,0.197
2022-06-09 21:20:00,0.144,267.7,1.535,10.11,287.1,0.197
2022-06-09 21:40:00,0.211,298.0,1.81,10.59,287.5,0.211
2022-06-09 22:00:00,0.333,326.9,2.137,10.31,289.0,0.333
2022-06-09 22:20:00,0.403,318.0,2.371,7.329,298.3,0.403
2022-06-09 22:40:00,0.47,305.1,2.961,4.27,325.1,0.47
2022-06-09 23:00:00,0.47,305.1,2.961,2.526,342.2,0.47
2022-06-09 23:20:00,0.419,269.0,3.615,2.301,340.4,0.47
2022-06-09 23:40:00,0.422,263.8,3.536,2.163,347.7,0.47
2022-06-10 00:00:00,0.409,278.3,3.466,6.55,269.1,0.47
2022-06-10 00:20:00,0.349,180.4,3.395,8.03,239.5,0.47
2022-06-10 00:40:00,0.335,10.58,3.218,8.18,238.0,0.47
2022-06-10 01:00:00,0.34,9.13,3.395,7.444,236.9,0.47
2022-06-10 01:20:00,0.355,8.58,3.433,6.263,234.4,0.47
2022-06-10 01:40:00,0.352,10.5,3.381,6.226,226.8,0.47
2022-06-10 02:00:00,0.336,180.9,3.097,6.603,234.2,0.47
2022-06-10 02:20:00,0.33,180.2,3.055,6.211,225.8,0.47
2022-06-10 02:40:00,0.33,180.2,3.055,6.315,233.8,0.47
2022-06-10 03:00:00,0.305,3.505,3.209,6.447,234.4,0.47
2022-06-10 03:20:00,0.298,2.233,3.402,6.705,242.3,0.47
2022-06-10 03:40:00,0.308,170.4,3.668,7.005,240.0,0.47
2022-06-10 04:00:00,0.322,355.4,3.845,7.101,232.8,0.47
2022-06-10 04:20:00,0.321,349.2,3.6,7.9,238.8,0.47
2022-06-10 04:40:00,0.327,342.9,3.42,7.268,234.4,0.47
2022-06-10 05:00:00,0.329,341.2,3.662,6.792,233.1,0.47
2022-06-10 05:20:00,0.324,342.2,4.002,7.375,236.1,0.47
2022-06-10 05:40:00,0.325,341.0,3.914,7.074,232.7,0.47
2022-06-10 06:00:00,0.332,338.8,3.7,6.515,240.5,0.47
2022-06-10 06:20:00,0.329,337.7,3.48,6.418,246.8,0.47
2022-06-10 06:40:00,0.313,334.4,2.959,6.185,249.0,0.47
2022-06-10 07:00:00,0.291,328.8,3.119,5.886,250.4,0.47
2022-06-10 07:20:00,0.272,332.3,3.963,5.882,258.3,0.47
2022-06-10 07:40:00,0.264,340.1,3.646,6.018,255.3,0.47
2022-06-10 08:00:00,0.264,340.1,3.646,6.615,262.1,0.47
2022-06-10 08:20:00,0.264,340.1,3.646,6.592,263.7,0.47
2022-06-10 08:40:00,0.26,331.3,3.41,6.079,266.0,0.47
2022-06-10 09:00:00,0.26,335.9,3.4,6.222,257.7,0.47
2022-06-10 09:20:00,0.256,341.7,3.371,6.803,257.9,0.47
2022-06-10 09:40:00,0.258,340.7,2.675,6.581,261.9,0.47
2022-06-10 10:00:00,0.274,343.9,1.993,6.488,268.6,0.47
2022-06-10 10:20:00,0.278,345.9,2.906,6.564,269.0,0.47
2022-06-10 10:40:00,0.281,346.6,2.822,6.465,258.6,0.47
2022-06-10 11:00:00,0.293,204.1,2.646,6.706,262.5,0.422
2022-06-10 11:20:00,0.295,1.196,3.637,6.586,259.4,0.422
2022-06-10 11:40:00,0.31,3.729,3.837,7.129,256.9,0.409
2022-06-10 12:00:00,0.323,139.4,4.003,6.874,251.8,0.355
2022-06-10 12:20:00,0.325,187.3,3.847,6.432,243.3,0.355
2022-06-10 12:40:00,0.329,10.96,3.59,6.501,248.0,0.355
2022-06-10 13:00:00,0.324,8.54,3.476,5.886,241.4,0.355
2022-06-10 13:20:00,0.313,16.77,3.912,5.231,238.7,0.352
2022-06-10 13:40:00,0.309,28.73,3.907,5.654,230.7,0.336
2022-06-10 14:20:00,0.331,29.7,4.228,4.303,232.8,0.332
2022-06-10 14:40:00,0.335,35.54,4.005,5.457,233.1,0.335
2022-06-10 15:40:00,0.302,33.55,4.445,4.285,236.4,0.335
2022-06-10 16:00:00,0.294,27.36,4.097,4.021,229.9,0.335
2022-06-10 16:20:00,0.294,27.36,4.097,4.769,232.2,0.335
2022-06-10 16:40:00,0.294,27.36,4.097,5.435,239.3,0.335
2022-06-10 17:00:00,0.263,27.67,4.196,5.201,234.1,0.335
2022-06-10 17:20:00,0.263,27.67,4.196,6.047,231.7,0.335
2022-06-10 17:40:00,0.251,30.77,3.847,6.782,228.9,0.335
2022-06-10 18:00:00,0.259,32.19,4.132,7.49,232.1,0.335
2022-06-10 18:20:00,0.259,32.19,4.132,7.285,233.0,0.335
2022-06-10 18:40:00,0.275,21.22,4.412,6.768,233.8,0.335
2022-06-10 19:00:00,0.275,21.22,4.412,6.586,231.6,0.335
2022-06-10 19:20:00,0.264,19.69,4.256,6.729,233.7,0.335
2022-06-10 19:40:00,0.258,16.96,4.089,5.721,240.2,0.335
2022-06-10 20:00:00,0.258,16.96,4.089,5.526,232.9,0.335
2022-06-10 20:40:00,0.25,18.16,3.922,4.938,234.1,0.335
2022-06-10 21:00:00,0.245,17.95,3.969,3.837,238.6,0.335
2022-06-10 21:20:00,0.235,12.72,3.975,5.162,249.9,0.335
2022-06-10 21:40:00,0.229,9.26,3.875,5.011,237.8,0.335
2022-06-10 22:00:00,0.229,9.26,3.875,5.246,234.7,0.335
2022-06-10 22:20:00,0.229,19.99,4.001,5.594,227.4,0.335
2022-06-10 22:40:00,0.225,19.53,4.056,4.055,240.4,0.335
2022-06-10 23:00:00,0.213,20.0,3.744,4.434,232.6,0.335
2022-06-10 23:20:00,0.205,26.22,3.198,4.204,228.8,0.335
2022-06-10 23:40:00,0.205,26.22,3.198,4.628,219.3,0.335
2022-06-11 00:00:00,0.213,36.9,3.209,10.53,227.1,0.335
2022-06-11 00:20:00,0.213,36.9,3.209,8.06,218.5,0.335
2022-06-11 00:40:00,0.214,7.076,3.551,7.848,218.5,0.335
2022-06-11 01:00:00,0.214,7.076,3.551,7.799,210.6,0.335
2022-06-11 01:20:00,0.195,0.985,3.847,7.062,207.1,0.335
2022-06-11 01:40:00,0.189,170.4,3.405,5.945,204.5,0.335
2022-06-11 02:00:00,0.184,192.5,3.334,5.738,194.6,0.335
2022-06-11 02:20:00,0.184,192.5,3.334,5.992,214.3,0.335
2022-06-11 02:40:00,0.154,18.47,3.593,6.725,216.5,0.302
2022-06-11 03:00:00,0.15,22.17,3.573,6.821,208.0,0.302
2022-06-11 03:20:00,0.15,22.17,3.573,7.22,201.7,0.302
2022-06-11 03:40:00,0.202,329.1,2.206,9.01,213.2,0.294
2022-06-11 04:00:00,0.202,329.1,2.206,7.738,207.4,0.294
2022-06-11 04:20:00,0.202,329.1,2.206,5.949,199.2,0.294
2022-06-11 04:40:00,0.162,311.7,2.076,5.682,199.8,0.275
2022-06-11 05:00:00,0.162,311.7,2.076,5.517,193.9,0.275
2022-06-11 05:20:00,0.162,311.7,2.076,5.083,197.3,0.275
2022-06-11 05:40:00,0.162,311.7,2.076,5.32,207.6,0.275
2022-06-11 06:00:00,0.172,303.1,1.446,6.976,208.9,0.275
2022-06-11 06:20:00,0.172,303.1,1.446,6.081,201.1,0.275
2022-06-11 06:40:00,0.151,315.1,1.412,6.474,208.9,0.275
2022-06-11 07:00:00,0.157,308.8,1.405,6.213,205.9,0.264
2022-06-11 07:20:00,0.157,308.8,1.405,6.437,208.3,0.258
2022-06-11 07:40:00,0.157,308.8,1.405,7.086,216.6,0.258
2022-06-11 08:20:00,0.154,314.0,3.046,7.227,211.1,0.25
2022-06-11 08:40:00,0.154,314.0,3.046,6.517,212.4,0.245
2022-06-11 09:20:00,0.154,314.0,3.046,5.813,214.3,0.229
2022-06-11 09:40:00,0.166,295.1,2.844,5.481,213.3,0.229
2022-06-11 10:00:00,0.158,294.1,2.826,5.665,211.0,0.229
2022-06-11 10:20:00,0.158,294.1,2.826,5.479,210.4,0.225
2022-06-11 10:40:00,0.158,294.1,2.826,4.799,212.5,0.214
2022-06-11 11:00:00,0.158,294.1,2.826,6.18,201.3,0.214
2022-06-11 11:20:00,0.179,303.3,3.53,6.752,209.1,0.214
2022-06-11 11:40:00,0.174,304.8,3.296,6.899,214.2,0.214
2022-06-11 12:00:00,0.168,307.8,3.03,6.868,213.9,0.214
2022-06-11 12:20:00,0.172,310.2,2.945,7.063,215.8,0.214
2022-06-11 12:40:00,0.18,310.5,2.669,7.407,216.0,0.214
2022-06-11 13:00:00,0.195,310.4,2.123,6.852,221.7,0.202
2022-06-11 13:20:00,0.197,306.1,2.986,6.675,226.6,0.202
2022-06-11 13:40:00,0.197,306.6,2.746,7.106,231.7,0.202
2022-06-11 14:00:00,0.19,309.8,2.975,6.841,230.0,0.202
2022-06-11 14:20:00,0.194,309.9,3.751,6.706,227.5,0.202
2022-06-11 14:40:00,0.2,310.0,3.796,6.453,233.0,0.202
2022-06-11 15:00:00,0.195,306.4,3.779,8.31,238.6,0.202
2022-06-11 15:20:00,0.23,307.9,3.633,7.968,235.3,0.23
2022-06-11 15:40:00,0.243,306.7,3.15,6.846,239.5,0.243
2022-06-11 16:00:00,0.212,299.9,2.543,7.037,236.0,0.243
2022-06-11 16:20:00,0.205,308.9,2.491,7.011,236.9,0.243
2022-06-11 16:40:00,0.2,313.3,2.561,8.07,231.9,0.243
2022-06-11 17:00:00,0.202,294.4,2.453,6.717,235.4,0.243
2022-06-11 17:20:00,0.201,292.6,2.178,8.33,238.0,0.243
2022-06-11 17:40:00,0.206,293.0,2.403,7.324,233.9,0.243
2022-06-11 18:00:00,0.2,295.1,2.38,6.604,231.9,0.243
2022-06-11 18:20:00,0.177,293.0,2.363,6.65,241.3,0.243
2022-06-11 18:40:00,0.167,293.0,2.299,7.401,234.6,0.243
2022-06-11 19:00:00,0.167,301.0,1.874,8.24,220.9,0.243
2022-06-11 19:20:00,0.18,305.4,1.605,8.48,217.9,0.243
2022-06-11 19:40:00,0.191,312.1,1.797,8.98,211.8,0.243
2022-06-11 20:00:00,0.204,317.0,2.054,9.81,219.2,0.243
2022-06-11 20:20:00,0.215,318.7,2.421,9.83,214.9,0.243
2022-06-11 20:40:00,0.207,313.7,2.244,10.94,219.2,0.243
2022-06-11 21:00:00,0.216,307.8,2.142,9.96,217.2,0.243
2022-06-11 21:20:00,0.244,308.6,2.395,9.85,213.2,0.244
2022-06-11 21:40:00,0.245,317.7,2.374,10.57,213.8,0.245
2022-06-11 22:00:00,0.237,315.5,2.147,10.44,215.0,0.245
2022-06-11 22:20:00,0.245,311.3,2.231,11.28,216.7,0.245
2022-06-11 22:40:00,0.26,311.0,2.331,10.62,212.7,0.26
2022-06-11 23:00:00,0.271,307.1,2.492,11.0,214.6,0.271
2022-06-11 23:20:00,0.269,306.2,2.57,10.52,209.2,0.271
2022-06-11 23:40:00,0.258,308.6,2.459,10.88,212.8,0.271
2022-06-12 00:00:00,0.273,308.7,2.39,9.39,230.5,0.273
2022-06-12 00:20:00,0.263,284.9,2.294,6.048,261.3,0.273
2022-06-12 00:40:00,0.266,273.8,2.454,3.831,250.6,0.273
2022-06-12 01:00:00,0.246,270.6,2.559,4.135,265.9,0.273
2022-06-12 01:20:00,0.215,255.2,2.595,7.17,304.5,0.273
2022-06-12 01:40:00,0.215,255.2,2.595,5.48,291.4,0.273
2022-06-12 02:00:00,0.269,300.8,2.42,6.58,324.9,0.273
2022-06-12 02:20:00,0.251,314.9,2.455,4.346,309.2,0.273
2022-06-12 02:40:00,0.214,336.3,2.403,3.02,274.2,0.273
2022-06-12 03:00:00,0.214,336.3,2.403,2.459,242.4,0.273
2022-06-12 03:20:00,0.214,336.3,2.403,3.464,229.9,0.273
2022-06-12 03:40:00,0.214,336.3,2.403,3.217,212.7,0.273
2022-06-12 04:00:00,0.128,45.45,3.509,4.224,186.6,0.273
2022-06-12 04:20:00,0.128,45.45,3.509,5.545,248.9,0.273
2022-06-12 04:40:00,0.125,173.6,3.489,6.328,310.8,0.273
2022-06-12 05:00:00,0.125,173.6,3.489,7.401,352.9,0.273
2022-06-12 05:20:00,0.125,173.6,3.489,7.749,354.5,0.273
2022-06-12 05:40:00,0.125,173.6,3.489,6.978,1.205,0.273
2022-06-12 06:00:00,0.087,129.5,3.244,7.11,285.0,0.273
2022-06-12 06:20:00,0.087,129.5,3.244,7.223,287.5,0.273
2022-06-12 06:40:00,0.087,129.5,3.244,7.625,296.2,0.273
2022-06-12 07:00:00,0.087,129.5,3.244,7.951,339.3,0.273
2022-06-12 07:20:00,0.087,129.5,3.244,7.583,330.1,0.273
2022-06-12 07:40:00,0.087,129.5,3.244,5.438,184.1,0.273
2022-06-12 08:00:00,0.154,258.5,3.974,6.229,319.1,0.273
2022-06-12 08:20:00,0.154,258.5,3.974,4.584,196.2,0.273
2022-06-12 08:40:00,0.154,258.5,3.974,6.378,339.9,0.273
2022-06-12 09:00:00,0.154,258.5,3.974,5.955,350.7,0.273
2022-06-12 09:20:00,0.154,258.5,3.974,5.927,4.26,0.273
2022-06-12 09:40:00,0.154,258.5,3.974,3.795,334.8,0.273
2022-06-12 10:00:00,0.135,240.9,3.352,4.599,312.9,0.273
2022-06-12 10:20:00,0.135,240.9,3.352,4.141,192.4,0.273
2022-06-12 10:40:00,0.135,240.9,3.352,4.041,326.4,0.273
2022-06-12 11:00:00,0.105,263.0,3.109,4.735,305.2,0.273
2022-06-12 11:20:00,0.105,263.0,3.109,4.769,326.6,0.273
2022-06-12 11:40:00,0.105,263.0,3.109,5.3,356.3,0.273
2022-06-12 12:00:00,0.105,263.0,3.109,5.064,259.2,0.269
2022-06-12 12:20:00,0.105,263.0,3.109,5.94,204.4,0.269
2022-06-12 12:40:00,0.105,263.0,3.109,5.238,236.0,0.269
2022-06-12 13:00:00,0.105,263.0,3.109,5.321,240.0,0.269
2022-06-12 13:20:00,0.105,263.0,3.109,5.837,246.9,0.269
2022-06-12 13:40:00,0.105,263.0,3.109,5.434,242.7,0.269
2022-06-12 14:00:00,0.105,263.0,3.109,5.887,247.6,0.251
2022-06-12 14:20:00,0.11,295.2,2.942,5.379,244.2,0.214
2022-06-12 14:40:00,0.131,298.7,3.612,6.569,268.1,0.214
2022-06-12 15:00:00,0.169,287.8,4.397,6.8,281.8,0.214
2022-06-12 15:20:00,0.178,274.6,2.9,5.717,289.9,0.214
2022-06-12 15:40:00,0.171,280.9,1.397,6.46,290.8,0.178
2022-06-12 16:00:00,0.173,309.7,1.524,7.442,296.3,0.178
2022-06-12 16:20:00,0.188,170.5,1.722,6.723,298.2,0.188
2022-06-12 16:40:00,0.2,5.356,1.881,7.265,299.9,0.2
2022-06-12 17:00:00,0.225,172.7,2.046,8.33,297.4,0.225
2022-06-12 17:20:00,0.281,354.6,2.235,8.06,306.6,0.281
2022-06-12 17:40:00,0.318,351.2,2.464,8.24,305.8,0.318
2022-06-12 18:00:00,0.335,183.0,2.5,8.11,298.6,0.335
2022-06-12 18:20:00,0.368,173.7,2.63,7.647,294.1,0.368
2022-06-12 18:40:00,0.365,343.0,2.806,7.185,297.7,0.368
2022-06-12 19:00:00,0.35,337.5,2.911,6.7,296.1,0.368
2022-06-12 19:20:00,0.333,334.9,2.907,6.369,300.8,0.368
2022-06-12 19:40:00,0.291,334.1,2.817,5.768,294.8,0.368
2022-06-12 20:00:00,0.266,327.4,2.766,4.823,307.3,0.368
2022-06-12 20:20:00,0.23,329.8,2.665,4.736,273.9,0.368
2022-06-12 20:40:00,0.23,329.8,2.665,4.047,277.1,0.368
2022-06-12 21:00:00,0.181,334.4,2.308,5.09,286.5,0.368
2022-06-12 21:20:00,0.181,315.3,2.394,4.884,303.4,0.368
2022-06-12 21:40:00,0.181,315.3,2.394,5.417,304.5,0.368
2022-06-12 22:00:00,0.187,294.8,2.48,5.332,306.2,0.368
2022-06-12 22:20:00,0.17,292.5,2.465,4.692,308.9,0.368
2022-06-12 22:40:00,0.153,297.7,2.433,6.279,303.7,0.368
2022-06-12 23:00:00,0.16,308.2,3.045,6.777,297.4,0.368
2022-06-12 23:20:00,0.189,311.0,3.729,7.187,291.4,0.368
2022-06-12 23:40:00,0.214,313.4,3.533,6.618,292.9,0.368
2022-06-13 00:00:00,0.221,314.5,3.479,6.237,297.2,0.368
2022-06-13 00:20:00,0.221,314.5,3.479,5.84,295.0,0.368
2022-06-13 00:40:00,0.233,313.9,3.244,6.057,296.9,0.368
2022-06-13 01:00:00,0.234,307.2,3.317,6.203,299.1,0.368
2022-06-13 01:20:00,0.234,307.2,3.317,5.913,307.5,0.368
2022-06-13 01:40:00,0.24,301.1,3.352,5.69,306.6,0.368
2022-06-13 02:00:00,0.24,301.1,3.352,4.518,315.8,0.368
